Number,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross
23,2016-08-05,Operation Chromite,12700000.0,1022720.0,49196532.0
89,2016-07-29,Jason Bourne,120000000.0,162192920.0,416168316.0
95,2016-07-29,The Land,1000000.0,43756.0,43756.0
6,2016-07-29,Bad Moms,20000000.0,113257297.0,180998716.0
50,2016-07-27,Nerve,20000000.0,38583626.0,70652284.0
81,2016-07-22,Star Trek Beyond,185000000.0,158848340.0,335802233.0
19,2016-07-22,Dont Think Twice,3000000.0,4417983.0,4417983.0
55,2016-07-22,Ice Age: Collision Course,105000000.0,64063008.0,402156682.0
65,2016-07-22,Lights Out,5000000.0,67268835.0,148806510.0
22,2016-07-22,Fight Valley,20000000.0,0.0,0.0
18,2016-07-15,Hillarys America: The Secret History of the Democratic Party,5000000.0,13099931.0,13099931.0
7,2016-07-15,Ghostbusters,144000000.0,128350574.0,229008658.0
36,2016-07-13,The Infiltrator,47500000.0,15436808.0,20718104.0
79,2016-07-08,Mike and Dave Need Wedding Dates,33000000.0,46009673.0,75898100.0
10,2016-07-08,The Dog Lover,2000000.0,0.0,0.0
30,2016-07-08,The Secret Life of Pets,75000000.0,368384330.0,886614798.0
9,2016-07-06,Sultan,11000000.0,5599781.0,72989781.0
90,2016-07-01,The Legend of Tarzan,180000000.0,126643061.0,348902025.0
20,2016-07-01,The BFG,140000000.0,55483770.0,199646680.0
51,2016-07-01,The Purge: Election Year,10000000.0,79042440.0,118514727.0
35,2016-06-24,Independence Day: Resurgence,165000000.0,103144286.0,384169424.0
78,2016-06-24,The Neon Demon,7500000.0,1333124.0,3559803.0
35,2016-06-24,Hunt for the Wilderpeople,2500000.0,5205471.0,23845533.0
61,2016-06-24,The Shallows,13000000.0,55121623.0,118763442.0
85,2016-06-24,Free State of Jones,50000000.0,20810036.0,23237252.0
20,2016-06-24,Swiss Army Man,3000000.0,4210454.0,5837111.0
48,2016-06-17,Finding Dory,200000000.0,486295561.0,1021215193.0
95,2016-06-17,Central Intelligence,50000000.0,127440871.0,217194805.0
95,2016-06-10,The Conjuring 2: The Enfield Poltergeist,40000000.0,102470008.0,311262102.0
69,2016-06-10,Now You See Me 2,90000000.0,65075540.0,328325007.0
18,2016-06-10,Genius,17000000.0,1361045.0,7265283.0
49,2016-06-10,Warcraft,160000000.0,47225655.0,425522281.0
54,2016-06-03,Popstar: Never Stop Never Stopping,20000000.0,9496130.0,9537120.0
35,2016-06-03,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000.0,82051601.0,245328374.0
62,2016-06-03,The Fits,170000.0,166425.0,169242.0
32,2016-06-03,Time to Choose,3500000.0,29233.0,29233.0
27,2016-06-03,Me Before You,20000000.0,56245075.0,208265198.0
28,2016-05-27,Alice Through the Looking Glass,170000000.0,77042381.0,276928112.0
95,2016-05-27,X-Men: Apocalypse,178000000.0,155442489.0,542537546.0
87,2016-05-24,Une Femme Marie,120000.0,0.0,0.0
81,2016-05-20,The Angry Birds Movie,73000000.0,107509366.0,352327887.0
60,2016-05-20,The Nice Guys,50000000.0,36261763.0,59596747.0
61,2016-05-20,Neighbors 2: Sorority Rising,35000000.0,55340730.0,108757621.0
5,2016-05-13,Money Monster,27000000.0,41012075.0,93466095.0
9,2016-05-13,The Darkness,4000000.0,10753574.0,10898293.0
18,2016-05-06,Captain America: Civil War,250000000.0,408084349.0,1140069413.0
57,2016-05-06,Code of Honor,8000000.0,0.0,0.0
22,2016-05-06,Dheepan,9000000.0,248795.0,7704357.0
77,2016-04-29,Keanu,15000000.0,20591853.0,20688141.0
34,2016-04-29,Mothers Day,25000000.0,32492859.0,52367022.0
77,2016-04-29,The Man Who Knew Infinity,10000000.0,3877922.0,12382122.0
59,2016-04-29,Ratchet and Clank,20000000.0,8813410.0,14365639.0
68,2016-04-22,The Meddler,3200000.0,4267219.0,5526942.0
31,2016-04-22,Compadres,3000000.0,3127773.0,7445044.0
53,2016-04-22,A Hologram for the King,35000000.0,4212494.0,11846010.0
97,2016-04-22,Unsullied,1500000.0,510957.0,510957.0
13,2016-04-22,The Huntsman: Winters War,115000000.0,48003015.0,165149302.0
99,2016-04-15,The Jungle Book,175000000.0,364001123.0,962854547.0
56,2016-04-15,Green Room,5000000.0,3220371.0,3807503.0
57,2016-04-15,I Am Wrath,18000000.0,0.0,309608.0
27,2016-04-15,Criminal,31500000.0,14708696.0,38771262.0
29,2016-04-15,Barbershop: The Next Cut,20000000.0,54030051.0,54404202.0
10,2016-04-08,Hardcore Henry,2000000.0,9252038.0,17187434.0
24,2016-04-08,The Boss,29000000.0,63077560.0,78652207.0
84,2016-04-08,The Invitation,1000000.0,231738.0,354836.0
33,2016-04-08,Hush,1000000.0,0.0,0.0
95,2016-04-01,Gods Not Dead 2,5000000.0,20773069.0,23551286.0
50,2016-04-01,Meet the Blacks,900000.0,9097072.0,9097072.0
79,2016-03-30,Everybody Wants Some,10000000.0,3400278.0,5437126.0
19,2016-03-25,Batman v Superman: Dawn of Justice,250000000.0,330360194.0,867500281.0
84,2016-03-25,My Big Fat Greek Wedding 2,18000000.0,59689605.0,92096558.0
42,2016-03-25,The Lobster,4500000.0,9196278.0,18019834.0
49,2016-03-18,Krisha,30000.0,144822.0,144822.0
26,2016-03-18,The Bronze,3500000.0,615816.0,615816.0
38,2016-03-18,The Divergent Series: Allegiant,110000000.0,66184051.0,172022517.0
42,2016-03-18,Midnight Special,18000000.0,3712282.0,7680250.0
57,2016-03-16,Miracles from Heaven,13000000.0,61705123.0,73798736.0
9,2016-03-15,The Hatching,5000000.0,0.0,0.0
32,2016-03-11,"Hello, My Name is Doris",1000000.0,14444999.0,14662703.0
64,2016-03-11,10 Cloverfield Lane,5000000.0,72082999.0,108286422.0
32,2016-03-11,The Perfect Match,5000000.0,9669521.0,10182050.0
24,2016-03-11,The Young Messiah,16800000.0,6469813.0,7313697.0
82,2016-03-11,Eye in the Sky,13000000.0,18704596.0,35402802.0
92,2016-03-11,Creative Control,1000000.0,63014.0,63014.0
45,2016-03-11,The Brothers Grimsby,35000000.0,6864016.0,28720470.0
62,2016-03-08,Out of the Inferno,19000000.0,0.0,0.0
16,2016-03-08,Savva. Serdtse voyna,30000000.0,0.0,5015080.0
84,2016-03-04,London Has Fallen,60000000.0,62524260.0,195194085.0
11,2016-03-04,Whiskey Tango Foxtrot,35000000.0,23083334.0,25350747.0
27,2016-03-04,They Will Have to Kill Us First,600000.0,0.0,7943.0
60,2016-03-04,Zootopia,150000000.0,341268248.0,1019429616.0
59,2016-03-04,The Other Side of the Door,5000000.0,3000342.0,12905107.0
34,2016-03-01,1982,1000000.0,0.0,0.0
40,2016-02-26,Triple 9,20000000.0,12639297.0,25943792.0
93,2016-02-26,Eddie the Eagle,23000000.0,15789389.0,45060480.0
21,2016-02-26,Gods of Egypt,140000000.0,31153464.0,138836756.0
61,2016-02-19,Forsaken,18000000.0,0.0,0.0
100,2016-02-19,Race,5000000.0,19115191.0,23745772.0
55,2016-02-19,Risen,20000000.0,36880033.0,46255763.0
46,2016-02-19,Mei Ren Yu,60720000.0,3229457.0,554516671.0
4,2016-02-19,The Witch,3500000.0,25138705.0,40454520.0
60,2016-02-12,Deadpool,58000000.0,363070709.0,801025593.0
68,2016-02-12,Zoolander 2,50000000.0,28848693.0,55348693.0
23,2016-02-12,The Little Prince,77500000.0,1311213.0,102028919.0
3,2016-02-12,How to be Single,37000000.0,46843513.0,100003780.0
81,2016-02-05,Pride and Prejudice and Zombies,28000000.0,10907291.0,16638300.0
24,2016-02-05,Misconduct,11000000.0,0.0,2352511.0
29,2016-02-05,"Hail, Caesar!",22000000.0,30080225.0,64160680.0
55,2016-02-05,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000.0,709982.0,194058503.0
60,2016-02-02,The Rise of the Krays,2500000.0,0.0,0.0
19,2016-01-29,Jane Got a Gun,25000000.0,1513793.0,3771345.0
25,2016-01-29,Fifty Shades of Black,5000000.0,11686940.0,22113075.0
14,2016-01-29,Kung Fu Panda 3,140000000.0,143528619.0,517599142.0
40,2016-01-29,The Finest Hours,70000000.0,27569558.0,49252761.0
74,2016-01-22,The 5th Wave,38000000.0,34912982.0,111336398.0
85,2016-01-22,Zhuo yao ji,56000000.0,32766.0,359495591.0
77,2016-01-22,The Boy,10000000.0,35819556.0,68220952.0
71,2016-01-22,Dirty Grandpa,11500000.0,35593113.0,105078449.0
25,2016-01-22,Yip Man 3,36000000.0,2679437.0,157300954.0
76,2016-01-19,Eden,2300000.0,0.0,0.0
96,2016-01-19,Sharkskin,2100000.0,0.0,0.0
34,2016-01-15,13 Hours: The Secret Soldiers of Benghazi,50000000.0,52853219.0,69411370.0
57,2016-01-15,The Lady in the Van,6000000.0,10021175.0,42320503.0
100,2016-01-15,Ride Along 2,40000000.0,90862685.0,124827316.0
16,2016-01-15,Norm of the North,18000000.0,17062499.0,30535660.0
29,2016-01-08,The Masked Saint,3500000.0,182695.0,182695.0
1,2016-01-08,The Forest,10000000.0,26594261.0,40749230.0
97,2016-01-05,Adulterers,750000.0,0.0,0.0
