Number,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross
51,2014-09-12,No Good Deed,13200000.0,52543632.0,54323210.0
46,2014-09-12,The Skeleton Twins,1000000.0,5284309.0,5797192.0
49,2014-09-12,Archaeology of a Woman,200000.0,0.0,0.0
17,2014-09-12,Dolphin Tale 2,36000000.0,42024533.0,57824533.0
76,2014-09-10,Born to Fly: Elizabeth Streb vs. Gravity,500000.0,1822.0,1822.0
74,2014-09-05,Thunder and the House of Magic,34000000.0,4091.0,62582520.0
73,2014-09-05,Frontera,2300000.0,59696.0,59696.0
64,2014-09-04,Falcon Rising,4500000.0,11774.0,11774.0
94,2014-08-29,"As Above, So Below",5000000.0,21222315.0,41824066.0
21,2014-08-29,Dwegons and Leprechauns,20000000.0,0.0,0.0
68,2014-08-27,The November Man,15000000.0,25018119.0,34820335.0
50,2014-08-26,Sanctuary; Quite a Conundrum,200000.0,0.0,0.0
82,2014-08-22,If I Stay,11000000.0,50474843.0,78356170.0
60,2014-08-22,The Prince,18000000.0,0.0,0.0
20,2014-08-22,Sin City: A Dame to Kill For,65000000.0,13757804.0,40650842.0
57,2014-08-22,When the Game Stands Tall,15000000.0,30127963.0,30138912.0
1,2014-08-18,Henry & Me,5000000.0,0.0,0.0
9,2014-08-15,The Giver,25000000.0,45090374.0,66540205.0
99,2014-08-15,The Expendables 3,100000000.0,39322544.0,209461378.0
99,2014-08-15,Nightlights,250000.0,21147.0,21147.0
59,2014-08-15,Fort McCoy,3000000.0,78948.0,78948.0
76,2014-08-13,Lets Be Cops,17000000.0,82390774.0,136890774.0
52,2014-08-12,Swelter,8000000.0,0.0,44197.0
43,2014-08-12,Jesse,950000.0,0.0,0.0
71,2014-08-08,Teenage Mutant Ninja Turtles,125000000.0,191204754.0,485004754.0
44,2014-08-08,Into the Storm,50000000.0,47602194.0,150429371.0
29,2014-08-08,The Maid's Room,600000.0,0.0,0.0
20,2014-08-08,The Hundred-Foot Journey,22000000.0,54235441.0,94270488.0
41,2014-08-01,Get on Up,30000000.0,30569935.0,33339868.0
16,2014-08-01,Guardians of the Galaxy,170000000.0,333172112.0,770867516.0
83,2014-07-25,A Most Wanted Man,15000000.0,17237855.0,36068890.0
88,2014-07-25,Lucy,40000000.0,126573960.0,457507776.0
87,2014-07-25,Hercules,100000000.0,72688614.0,243388614.0
21,2014-07-25,And So It Goes,18000000.0,15160801.0,17920013.0
15,2014-07-25,Happy Christmas,70000.0,30312.0,30312.0
28,2014-07-18,Planes: Fire and Rescue,50000000.0,59157732.0,156399644.0
71,2014-07-18,Wish I Was Here,6000000.0,3591299.0,6591365.0
80,2014-07-18,I Origins,1000000.0,336472.0,852399.0
59,2014-07-18,Sex Tape,40000000.0,38543473.0,126069509.0
81,2014-07-18,An American in Hollywood,125000.0,0.0,0.0
81,2014-07-18,The Purge: Anarchy,9000000.0,71562550.0,111534881.0
19,2014-07-11,Dawn of the Planet of the Apes,170000000.0,208545589.0,710644566.0
11,2014-07-11,As It Is in Heaven,450000.0,13486.0,13486.0
75,2014-07-11,The Perfect Wave,4000000.0,0.0,0.0
95,2014-07-11,Boyhood,4000000.0,25379975.0,57273049.0
10,2014-07-02,Tammy,20000000.0,84525432.0,96407655.0
69,2014-07-02,Earth to Echo,13000000.0,38934842.0,42174545.0
40,2014-07-02,Deliver Us from Evil,30000000.0,30577122.0,87956618.0
12,2014-07-01,Mutual Friends,450000.0,0.0,0.0
68,2014-06-27,They Came Together,3000000.0,0.0,82780.0
1,2014-06-27,Begin Again,8000000.0,16170632.0,68838736.0
32,2014-06-27,Snowpiercer,40000000.0,4563029.0,88069880.0
39,2014-06-27,Transformers: Age of Extinction,210000000.0,245439076.0,1104039076.0
29,2014-06-24,A Fine Step,1000000.0,0.0,0.0
43,2014-06-20,Think Like a Man Too,24000000.0,65028687.0,70027933.0
48,2014-06-20,Jersey Boys,40000000.0,47047013.0,65282732.0
1,2014-06-19,The Past is a Grotesque Animal,100000.0,20056.0,20056.0
30,2014-06-17,Beneath Hill 60,9000000.0,0.0,3440939.0
52,2014-06-13,Los insolitos peces gato,1300000.0,11278.0,54665.0
57,2014-06-13,The Rover,8500000.0,1109199.0,3180252.0
89,2014-06-13,22 Jump Street,50000000.0,191719337.0,331333876.0
37,2014-06-13,The Signal,4000000.0,600896.0,2665322.0
2,2014-06-13,How to Train Your Dragon 2,145000000.0,177002924.0,614586270.0
5,2014-06-10,Echo Dr.,100000.0,0.0,0.0
51,2014-06-06,Obvious Child,1000000.0,3122616.0,3324070.0
51,2014-06-06,The Fault in Our Stars,12000000.0,124872350.0,307166834.0
74,2014-06-06,Anna,4357373.0,0.0,1200000.0
100,2014-06-06,Test,250000.0,18823.0,18823.0
97,2014-06-06,Edge of Tomorrow,178000000.0,100206256.0,370541256.0
53,2014-05-30,A Million Ways to Die in The West,40000000.0,42720965.0,86778557.0
86,2014-05-30,Maleficent,180000000.0,241407328.0,758536735.0
95,2014-05-23,Blended,45000000.0,46290741.0,127990741.0
57,2014-05-23,X-Men: Days of Future Past,200000000.0,233921534.0,747862775.0
44,2014-05-16,Godzilla,160000000.0,200676069.0,529076069.0
24,2014-05-16,Million Dollar Arm,25000000.0,36447959.0,39217912.0
79,2014-05-16,The Immigrant,16000000.0,2013456.0,7585011.0
68,2014-05-09,Palo Alto,1000000.0,767732.0,1156309.0
71,2014-05-09,Neighbors,18000000.0,150086800.0,270944428.0
30,2014-05-09,Moms Night Out,5000000.0,10429707.0,10537341.0
50,2014-05-09,Legends of Oz: Dorothys Return,70000000.0,8462347.0,20107933.0
58,2014-05-02,The Amazing Spider-Man 2,200000000.0,202853933.0,708996336.0
23,2014-05-02,Water & Power,600000.0,42557.0,42557.0
13,2014-05-02,Ida,2600000.0,3827060.0,15298355.0
18,2014-04-25,Blue Ruin,420000.0,258384.0,437002.0
76,2014-04-25,Brick Mansions,28000000.0,20396829.0,73421224.0
7,2014-04-25,The Other Woman,40000000.0,83911193.0,195111193.0
47,2014-04-25,Locke,2000000.0,1370646.0,2088390.0
5,2014-04-18,Transcendence,100000000.0,23022309.0,103039258.0
99,2014-04-18,A Haunted House 2,4000000.0,17329487.0,21206861.0
61,2014-04-18,13 Sins,4000000.0,9134.0,47552.0
20,2014-04-17,Closer to the Moon,1500000.0,0.0,5396.0
54,2014-04-16,Heaven is for Real,12000000.0,91386097.0,100916299.0
8,2014-04-11,Jesus People,250000.0,0.0,0.0
40,2014-04-11,The Railway Man,18000000.0,4438438.0,23910210.0
41,2014-04-11,Joe,4000000.0,373375.0,373375.0
52,2014-04-11,Rio 2,130000000.0,131538435.0,492846291.0
82,2014-04-11,Oculus,5000000.0,27695246.0,44115496.0
43,2014-04-11,Draft Day,25000000.0,28842237.0,29847480.0
49,2014-04-04,Under the Skin,13300000.0,2614251.0,7229933.0
18,2014-04-04,Captain America: The Winter Soldier,170000000.0,259746958.0,714401889.0
62,2014-04-02,Dom Hemingway,7000000.0,523511.0,1857458.0
35,2014-03-28,Sabotage,35000000.0,10508518.0,18376443.0
68,2014-03-28,Locker 13,300000.0,3496.0,3496.0
54,2014-03-28,Noah,130000000.0,101200044.0,352831065.0
100,2014-03-21,Gods Not Dead,1150000.0,60755732.0,63777092.0
3,2014-03-21,50 to 1,10000000.0,1069454.0,1069454.0
99,2014-03-21,Divergent,85000000.0,150947895.0,276014965.0
24,2014-03-21,Muppets Most Wanted,55000000.0,51178893.0,79312301.0
100,2014-03-21,Cheap Thrills,100000.0,59424.0,59424.0
59,2014-03-21,Blood Ties,26000000.0,42472.0,2923959.0
53,2014-03-14,Bad Words,10000000.0,7779614.0,7843145.0
74,2014-03-14,Need for Speed,66000000.0,43568507.0,194169619.0
73,2014-03-14,Veronica Mars,6000000.0,3322127.0,3485383.0
44,2014-03-14,The Word,200000.0,3648.0,3648.0
43,2014-03-11,Against the Wild,1800000.0,0.0,0.0
40,2014-03-11,In the Name of the King III,3500000.0,0.0,0.0
4,2014-03-07,Mr. Peabody & Sherman,145000000.0,111506430.0,269806430.0
40,2014-03-07,The Face of Love,4000000.0,385069.0,1158877.0
29,2014-03-07,300: Rise of an Empire,110000000.0,106580051.0,330780051.0
33,2014-03-07,The Grand Budapest Hotel,31000000.0,59076019.0,163981261.0
41,2014-03-04,Wicked Blood,3500000.0,0.0,0.0
18,2014-02-28,Son of God,22000000.0,59700064.0,70949793.0
6,2014-02-28,Non-Stop,50000000.0,91742160.0,222383055.0
52,2014-02-28,The Lunchbox,1700000.0,4231500.0,12231500.0
71,2014-02-21,3 Days to Kill,28000000.0,30697999.0,38959900.0
1,2014-02-21,Pompeii,80000000.0,23169033.0,108469033.0
89,2014-02-14,Endless Love,20000000.0,23438250.0,34718173.0
33,2014-02-14,Down and Dangerous,50000.0,0.0,0.0
47,2014-02-14,Winters Tale,60000000.0,12600231.0,29575033.0
65,2014-02-14,About Last Night,13000000.0,48637684.0,50445860.0
99,2014-02-12,RoboCop,120000000.0,58607007.0,242981799.0
56,2014-02-07,Nurse 3D,10000000.0,0.0,0.0
48,2014-02-07,The Lego Movie,60000000.0,257784718.0,457729388.0
18,2014-02-07,The Monuments Men,70000000.0,78031620.0,158702748.0
38,2014-02-06,The Interview,44000000.0,6105175.0,12342632.0
26,2014-01-31,Labor Day,18000000.0,13371528.0,14189810.0
88,2014-01-31,That Awkward Moment,8000000.0,26068955.0,53068955.0
72,2014-01-28,Snezhnaya koroleva,7000000.0,0.0,15193977.0
18,2014-01-24,"I, Frankenstein",65000000.0,19075290.0,74575290.0
24,2014-01-17,Devil's Due,7000000.0,15821461.0,36146087.0
74,2014-01-17,Ride Along,25000000.0,134202565.0,153733800.0
1,2014-01-17,Jack Ryan: Shadow Recruit,60000000.0,50577412.0,131377412.0
78,2014-01-17,The Nut Job,30000000.0,64251538.0,122529966.0
46,2014-01-10,The Legend of Hercules,70000000.0,18848538.0,58953319.0
87,2014-01-10,Her,23000000.0,25568251.0,48163815.0
41,2014-01-10,Banshee Chapter,950000.0,0.0,78122.0
36,2014-01-10,The Adventurer: The Curse of the Midas Box,25000000.0,0.0,0.0
25,2014-01-07,Hidden Away,1000000.0,0.0,0.0
80,2014-01-03,Paranormal Activity: The Marked Ones,5000000.0,32462372.0,90904854.0
