movie_trailer,video_id,video_title,channel_name,channel_id,comment_count,view_count,like_count,date_published,Year
Tomb Raider Official Trailer,8ndhidEmUbI,TOMB RAIDER - Official Trailer #1,Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,23277,20115725,112107,2017-09-20T04:56:28.000Z,2018
I Can Only Imagine Official Trailer,OsMyv9Q4_OU,I Can Only Imagine Trailer #1 (2018) | Movieclips Indie,Movieclips Indie,UCLyYEq4ODlw3OD9qhGqwimw,1497,4243937,24636,2018-01-11T23:28:56.000Z,2018
The Hurricane Heist Official Trailer,56whWF2NJrM,"THE HURRICANE HEIST Official Trailer (2018) Maggie Grace, Action Movie HD",ONE Media,UCzcRQ3vRNr6fJ1A9rqFn7QA,842,4108976,7519,2018-01-26T19:34:05.000Z,2018
The Strangers: Prey at Night Official Trailer,91-Z20uttEk,The Strangers: Prey at Night Trailer #1 (2018) | Movieclips Indie,Movieclips Indie,UCLyYEq4ODlw3OD9qhGqwimw,2678,4560913,22234,2018-01-05T15:00:01.000Z,2018
A Wrinkle in Time Official Trailer,UhZ56rcWwRQ,A Wrinkle in Time Official US Trailer,Walt Disney Studios,UCuaFvcY4MhZY3U43mMt1dYQ,10191,9417835,56367,2017-11-20T01:22:15.000Z,2018
Thoroughbreds Official Trailer,TPcV_3D3V2A,"THOROUGHBREDS - Official Trailer [HD] - In Theaters March 9, 2018",Focus Features,UCU4SM3j_9TNWaSu8KdGV50g,597,5489241,9077,2017-11-30T16:00:33.000Z,2018
Red Sparrow Official Trailer,PmUL6wMpMWw,Red Sparrow | Official Trailer [HD] | 20th Century FOX,20th Century Fox,UC2-BeLxzUBSs0uSrmzWhJuQ,5915,29739377,56579,2018-01-08T14:00:11.000Z,2018
Death Wish Official Trailer,HzILu6yyA20,Death Wish | Official Trailer #2 🎥🎞 | MGM,MGM,UCf5CjDJvsFvtVIhkfmKAwAA,1851,10916964,13085,2018-01-03T13:59:51.000Z,2018
Annihilation Official Trailer,89OP78l9oF0,Annihilation (2018) - Official Trailer - Paramount Pictures,Paramount Pictures,UCF9imwPMSGz4Vq1NiTWCC7g,12361,18000917,68565,2017-12-13T14:00:03.000Z,2018
Game Night Official Trailer,qmxMAdV6s4U,GAME NIGHT - Official Trailer,Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,1041,9054445,20375,2018-02-01T17:00:24.000Z,2018
Early Man Official Trailer,ZRiPQ8YNrVs,Early Man Official Trailer!,Aardman Animations,UCNtOgTAORZDgXE2U6XJAFYQ,714,2809584,8837,2017-09-07T08:00:01.000Z,2018
Black Panther Official Trailer,xjDjIWPwcPU,Marvel Studios' Black Panther - Official Trailer,Marvel Entertainment,UCvC4D8onUfXzvjTOM-dBfEA,54395,44206525,446872,2017-10-16T13:00:07.000Z,2018
Peter Rabbit Official Trailer,7Pa_Weidt08,PETER RABBIT - Official Trailer (HD),Sony Pictures Entertainment,UCz97F7dMxBNOfGYu3rx8aCw,3370,5919670,13878,2017-09-21T17:00:00.000Z,2018
The 15:17 to Paris Official Trailer,IC_lnyn2R2Q,THE 15:17 TO PARIS - Official Trailer [HD],Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,2503,5373423,19465,2017-12-13T14:12:41.000Z,2018
Fifty Shades Freed Official Trailer,av4zbG8dAhk,Fifty Shades Freed Trailer 1 (Universal Pictures) HD,Universal Pictures Australia,UC0L0KUZRoSh0Xt7UL5xFnsA,304,1088150,8151,2017-11-06T16:00:00.000Z,2018
Blood Feast Official Trailer,frxdl1AB9NA,Blood Feast (1963) Trailer,wizardofgore420,UCUDOI3biYEDPCkB4Rb2p8rg,54,83942,331,2013-11-25T17:29:59.000Z,2018
Winchester Official Trailer,0Juc2cL26mg,"WINCHESTER - Official Trailer - HD (Helen Mirren, Jason Clarke)",CBS Films,UCzym8ZiGEf186PlXw77voRw,1227,17065134,13551,2018-01-04T18:00:15.000Z,2018
Bilal: A New Breed of Hero Official Trailer,VLvN3PiL5yM,Bilal: A New Breed of Hero | official trailer (2018),moviemaniacsDE,UCYCEK7i8Uq-XtFtWolofxFg,31,29862,340,2017-12-27T18:10:00.000Z,2018
Maze Runner: The Death Cure Official Trailer,4-BTxXm8KSg,Maze Runner: The Death Cure | Official Final Trailer [HD] | 20th Century FOX,20th Century Fox,UC2-BeLxzUBSs0uSrmzWhJuQ,10302,18864418,103647,2017-12-08T20:25:52.000Z,2018
Den of Thieves Official Trailer,FKd_ks0rdAM,"Den of Thieves Official Trailer #1 (2018) 50 Cent, Gerard Butler Action Movie HD",Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,1683,5976642,21869,2017-10-25T14:42:44.000Z,2018
Forever My Girl Official Trailer,XEwZgbr8T60,Forever My Girl Official Trailer #2 (2018) -- Regal Cinemas [HD],Regal,UCagplPOBQE4pDM75n7h6jPA,437,2402625,21401,2017-11-07T16:30:06.000Z,2018
12 Strong Official Trailer,-Denciie5oA,12 STRONG - Official Trailer,Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,7140,13463692,78332,2017-10-19T17:14:24.000Z,2018
The Commuter Official Trailer,aDshY43Ol2U,"The Commuter (2018 Movie) Official Teaser Trailer - Liam Neeson, Vera Farmiga",Lionsgate Movies,UCJ6nMHaJPZvsJ-HmUmj1SeA,1541,8633291,15362,2017-09-13T12:58:53.000Z,2018
Proud Mary Official Trailer,kQ1Zcv54USA,PROUD MARY - Official Trailer (HD),Sony Pictures Entertainment,UCz97F7dMxBNOfGYu3rx8aCw,942,3394456,8080,2017-07-20T17:00:03.000Z,2018
Insidious: The Last Key Official Trailer,acQyrwQyCOk,Insidious: The Last Key - Official Trailer (HD),Universal Pictures,UCq0OueAsdxH6b8nyAspwViw,6200,21300037,125814,2017-09-05T13:00:56.000Z,2018
