movie_trailer,video_id,video_title,channel_name,channel_id,comment_count,view_count,like_count,date_published,Year
Passengers Official Trailer,7BWWWQzTpNU,PASSENGERS - Official Trailer (HD),Sony Pictures Entertainment,UCz97F7dMxBNOfGYu3rx8aCw,16997,29961711,140219,2016-09-20T10:00:06.000Z,2016
Patriots Day Official Trailer,KJXqh2rDehg,"Patriots Day Official Trailer #1 (2017) Mark Wahlberg, Kevin Bacon Drama Movie HD",Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,3400,5742097,12672,2016-11-14T14:54:29.000Z,2016
Dangal Official Trailer,x_7YlGv9u1g,"Dangal | Official Trailer | Aamir Khan | In Cinemas Dec 23, 2016",UTV Motion Pictures,UCyvOJDBxhi1yqW97hXw3BDw,32113,64753268,365767,2016-10-20T05:29:24.000Z,2016
Rogue One: A Star Wars Story Official Trailer,frdj1zb9sMY,Rogue One: A Star Wars Story Trailer (Official),Star Wars,UCZGYJFUizSax-yElQaFDp5Q,52682,38334310,302228,2016-08-12T02:38:38.000Z,2016
Fences Official Trailer,jj-ZYPVRQbc,"Fences Official Trailer #1 (2016) Denzel Washington, Viola Davis Drama Movie HD",Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,2231,4990323,18901,2016-09-27T13:31:40.000Z,2016
Collateral Beauty Official Trailer,isQ5Ycie73U,Collateral Beauty Official Trailer 1 (2016) - Will Smith Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,4015,11012865,53921,2016-09-07T13:23:30.000Z,2016
La La Land Official Trailer,0pdqf4P9MB8,La La Land (2016 Movie) Official Trailer – 'Dreamers',Lionsgate Movies,UCJ6nMHaJPZvsJ-HmUmj1SeA,8213,36080584,136340,2016-11-03T14:00:00.000Z,2016
Office Christmas Party Official Trailer,z4PHjxRiT2I,Office Christmas Party Official Trailer 2 (2016) - Jennifer Aniston Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,762,3449266,11229,2016-11-03T15:21:59.000Z,2016
The Bounce Back Official Trailer,H1oF7bLKBEc,The Bounce Back Official Trailer 1 (2016) - Shemar Moore Movie,Movieclips Indie,UCLyYEq4ODlw3OD9qhGqwimw,112,570826,2490,2016-09-23T20:00:54.000Z,2016
Oddball Official Trailer,P7AV2ZYlxvI,Oddball (2015) Trailer [HD],Roadshow Films,UCSi5779nMiFTbLm3prHaa1g,215,1205391,1880,2015-06-16T00:36:00.000Z,2016
Incarnate Official Trailer,SF8WPk6_CbQ,"INCARNATE Official Trailer (2016) Aaron Eckhart, Carice van Houten Horror Movie",Film Trailer Zone,UCPPPrnT5080hPMxK1N4QSjA,499,2173652,3680,2016-06-02T02:08:30.000Z,2016
Jackie Official Trailer,g9pW3B8Ycc4,JACKIE | OFFICIAL TRAILER | FOX Searchlight,FoxSearchlight,UCor9rW6PgxSQ9vUPWQdnaYQ,1418,4351961,13775,2016-11-14T17:54:09.000Z,2016
Believe Official Trailer,c7yWNSHCpeY,Justin Bieber's Believe Official Trailer #1 (2013) - Justin Bieber Documentary HD,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,1073,1288937,12925,2013-11-18T18:39:45.000Z,2016
Miss Sloane Official Trailer,AMUkfmUu44k,Miss Sloane Official Trailer - Teaser (2016) - Jessica Chastain Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,1290,3281648,8837,2016-09-13T21:15:29.000Z,2016
Lion Official Trailer,-RNI9o06vqo,Lion Official Trailer 1 (2016) - Dev Patel Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,5184,14957304,84420,2016-08-25T18:12:55.000Z,2016
Allied Official Trailer,Jlp94-C31cY,Allied Official Trailer 1 (2016) - Brad Pitt Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,1866,6186274,21112,2016-10-05T13:45:18.000Z,2016
Moana Official Trailer,LKFuXETZUsI,Moana Official Trailer,Walt Disney Animation Studios,UC_976xMxPgzIa290Hqtk-9g,13020,35839529,150889,2016-09-15T12:47:05.000Z,2016
Rules Dont Apply Official Trailer,AqU0FdJQC_0,"Rules Don't Apply Official Trailer #1 (2016) Lily Collins, Taissa Farmiga Drama Movie HD",Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,428,5860482,33035,2016-07-14T13:36:45.000Z,2016
Fantastic Beasts and Where to Find Them Official Trailer,VYZ3U1inHA4,Fantastic Beasts and Where to Find Them - Final Trailer - Official Warner Bros. UK,Warner Bros. UK,UCbxjDfYwfF8RjYBp5htJ38Q,813,2862885,12826,2016-09-28T13:30:05.000Z,2016
A Street Cat Named Bob Official Trailer,s13Fnj8LzD8,"A Street Cat Named Bob Official Trailer #1 - Joanne Froggatt, Luke Treadaway Movie HD",Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,1193,2063335,14245,2016-06-21T17:05:35.000Z,2016
Manchester by the Sea Official Trailer,gsVoD0pTge0,Manchester by the Sea Official Trailer 1 (2016) - Casey Affleck Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,2145,8621004,24108,2016-08-24T16:11:58.000Z,2016
The Edge of Seventeen Official Trailer,vswj96INhmo,The Edge of Seventeen Official Trailer 1 (2016) - Hailee Steinfeld Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,817,2761265,25856,2016-07-28T15:22:43.000Z,2016
Bleed for This Official Trailer,zQ6ny-fROX8,Bleed for This Official Trailer 1 (2016) - Miles Teller Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,2732,7478861,59351,2016-06-30T16:41:24.000Z,2016
The History of Love Official Trailer,un73VZPRJKo,THE HISTORY OF LOVE (Romantic Movie) - TRAILER,Movie Coverage,UCwYzZs_hwA6NdaQp6Hjhe5w,61,1543504,3541,2016-11-09T12:01:47.000Z,2016
Nocturnal Animals Official Trailer,-H1Ii1LjyFU,Nocturnal Animals Official Trailer 1 (2016) - Jake Gyllenhaal Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,1930,6845127,20417,2016-09-15T15:07:04.000Z,2016
Billy Lynns Long Halftime Walk Official Trailer,mUULFJ_I048,Billy Lynn's Long Halftime Walk Official Trailer #1 (2016) - Vin Diesel Movie HD,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,1782,3406366,12496,2016-05-12T13:17:55.000Z,2016
USS Indianapolis: Men of Courage Official Trailer,ZDPE-NronKk,USS Indianapolis: Men of Courage Official Trailer 1 (2016) - Nicolas Cage Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,2140,3525849,11150,2016-09-02T17:57:33.000Z,2016
Almost Christmas Official Trailer,-mw-Rhm8OIw,Almost Christmas - Official Trailer (HD),Universal Pictures,UCq0OueAsdxH6b8nyAspwViw,1072,4951630,11033,2016-06-15T15:58:07.000Z,2016
Arrival Official Trailer,tFMo3UJ4B4g,Arrival Trailer (2016) - Paramount Pictures,Paramount Pictures,UCF9imwPMSGz4Vq1NiTWCC7g,13865,20624506,95049,2016-08-16T14:00:03.000Z,2016
Shut In Official Trailer,KqRdVOQ98k8,Shut In - Official Trailer [HD],EuropaCorpUS,UCfNROWwwASS1Zwy7s0Xyu6A,586,4193556,4409,2016-08-31T19:44:23.000Z,2016
Doctor Strange Official Trailer,HSzx-zryEgM,Doctor Strange Official Trailer 2,Marvel Entertainment,UCvC4D8onUfXzvjTOM-dBfEA,28653,40125570,257664,2016-07-24T01:24:12.000Z,2016
Trolls Official Trailer,yP86-TR6IME,TROLLS WORLD TOUR | OFFICIAL TRAILER,DreamWorksTV,UCY26xU0-avwTJ6F6TzUZVEw,4202,13848432,54443,2019-06-20T15:09:28.000Z,2016
Loving Official Trailer,zRXuCY7tRgk,Loving Official Trailer 1 (2016) - Joel Edgerton Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,2421,3242914,26363,2016-07-12T15:48:22.000Z,2016
Hacksaw Ridge Official Trailer,s2-1hz1juBI,Hacksaw Ridge (2016) Official Trailer – “Believe” - Andrew Garfield,Lionsgate Movies,UCJ6nMHaJPZvsJ-HmUmj1SeA,12465,20900372,104710,2016-07-28T12:59:49.000Z,2016
Reign of Assassins Official Trailer,0N2K8M0lmdA,Reign of Assassins (2010) - Official Trailer,Madman,UCRuJMENPfFiMYoqCXleDLLQ,32,481675,406,2011-05-24T07:16:27.000Z,2016
A.C.O.R.N.S.: Operation Crackdown Official Trailer,q2OaKoHjy0c,A.C.O.R.N.S.: Operation Crackdown - Trailer,A.C.O.R.N.S.: Operation Crackdown - Trailer,UCUWz47FN6ZP11KRbWoMRzjw,0,0,0,2016-11-01T04:00:40.000Z,2016
Inferno Official Trailer,RH2BD49sEZI,INFERNO - Official Trailer (HD),Sony Pictures Entertainment,UCz97F7dMxBNOfGYu3rx8aCw,2421,11953280,25750,2016-06-23T16:00:02.000Z,2016
Moonlight Official Trailer,9NJj12tJzqc,Moonlight | Official Trailer HD | A24,A24,UCuPivVjnfNo4mb3Oog_frZg,6989,15837472,52031,2016-08-11T15:00:01.000Z,2016
Jack Reacher: Never Go Back Official Trailer,aRwrdbcAh2s,"Jack Reacher: Never Go Back Official Trailer #1 (2016) - Tom Cruise, Cobie Smulders Movie HD",Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,3351,11362214,40314,2016-06-22T13:14:08.000Z,2016
Ouija: Origin of Evil Official Trailer,MJIcZGEjjwo,Ouija: Origin of Evil - Official Trailer (HD),Universal Pictures,UCq0OueAsdxH6b8nyAspwViw,3720,6954828,18701,2016-06-23T15:59:37.000Z,2016
Im Not Ashamed Official Trailer,RJJ2xphZjjA,I'm Not Ashamed Official Trailer 1 (2016) - Masey McLain Movie,Movieclips Indie,UCLyYEq4ODlw3OD9qhGqwimw,2221,1212363,9983,2016-08-08T15:23:58.000Z,2016
31 Official Trailer,4hqR1JAZhmg,31 Official Trailer 1 (2016) - Rob Zombie Horror Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,977,1769656,5879,2016-06-14T14:54:10.000Z,2016
Tyler Perrys Boo! A Madea Halloween Official Trailer,-sPHseSGr9Q,Boo! A Madea Halloween (2016 Movie – Tyler Perry) Official Trailer – ‘Trick Or Treat’,Lionsgate Movies,UCJ6nMHaJPZvsJ-HmUmj1SeA,8851,6818496,57157,2016-07-14T23:30:20.000Z,2016
Mi America Official Trailer,kmR9B5v5Cj8,Mi America - Official Movie Trailer (2015),Mi America,UCNhMwQwTqykaqpNxBbbx_sw,2,7194,9,2015-10-07T16:24:47.000Z,2016
The Accountant Official Trailer,DBfsgcswlYQ,The Accountant Official Trailer #1 (2016) - Ben Affleck Movie HD,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,4077,10768558,34656,2016-05-13T00:01:57.000Z,2016
Kevin Hart: What Now? Official Trailer,kyQe5xe1dU4,Kevin Hart: What Now? Official Trailer #1 (2016) - Stand-up Concert Movie HD,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,869,2561586,15086,2016-06-13T17:18:20.000Z,2016
Max Steel Official Trailer,Tf4sa0BVJVw,Max Steel Official Trailer 1 (2016) - Superhero Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,16433,33810034,131832,2016-08-31T22:52:41.000Z,2016
The Girl on the Train Official Trailer,y5yk-HGqKmM,The Girl on the Train - Official Trailer - In Theaters October 7 (HD),Universal Pictures,UCq0OueAsdxH6b8nyAspwViw,1521,4306185,12158,2016-07-18T16:00:08.000Z,2016
Middle School: The Worst Years of My Life Official Trailer,XQtjPUyS6ZY,Middle School: The Worst Years of My Life Official Trailer #1 (2016) - Lauren Graham Movie HD,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,2758,5280553,36901,2016-06-16T19:21:35.000Z,2016
The Birth of a Nation Official Trailer,i18z1EQCoyg,THE BIRTH OF A NATION: Official HD Trailer | Watch it Now on Digital HD | FOX Searchlight,FoxSearchlight,UCor9rW6PgxSQ9vUPWQdnaYQ,4148,2542492,8491,2016-06-21T16:59:57.000Z,2016
Miss Peregrines Home for Peculiar Children Official Trailer,tV_IhWE4LP0,Miss Peregrine's Home for Peculiar Children | Official Trailer [HD] | 20th Century FOX,20th Century Fox,UC2-BeLxzUBSs0uSrmzWhJuQ,11177,14946326,87680,2016-03-15T12:59:57.000Z,2016
American Honey Official Trailer,y1SpWZm1PLc,American Honey | Official Trailer HD | A24,A24,UCuPivVjnfNo4mb3Oog_frZg,1171,3488022,11274,2016-06-21T13:00:06.000Z,2016
Denial Official Trailer,yH7ktvUWaYo,Denial Official Trailer #1 (2016) - Rachel Weisz Movie HD,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,2631,1405930,6948,2016-06-15T15:55:08.000Z,2016
Deepwater Horizon Official Trailer,S-UPJyEHmM0,Deepwater Horizon (2016) Official Movie Trailer – ‘Heroes’,Lionsgate Movies,UCJ6nMHaJPZvsJ-HmUmj1SeA,1986,5712913,13226,2016-05-26T16:00:09.000Z,2016
Queen of Katwe Official Trailer,z4l3-_yub5A,Queen of Katwe - Official Trailer,Walt Disney Studios,UCuaFvcY4MhZY3U43mMt1dYQ,1756,3016341,16694,2016-05-10T16:02:06.000Z,2016
The Dressmaker Official Trailer,DMEu-1CIB_I,The Dressmaker Official US Release Trailer (2016) - Kate Winslet Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,466,1588451,9647,2016-08-23T18:37:15.000Z,2016
The Magnificent Seven Official Trailer,q-RBA0xoaWU,THE MAGNIFICENT SEVEN - Official Trailer (HD),Sony Pictures Entertainment,UCz97F7dMxBNOfGYu3rx8aCw,4030,12294396,25979,2016-07-18T13:00:04.000Z,2016
Storks Official Trailer,ZENmkJk9fBM,"Storks Official Trailer #2 (2016) - Andy Samberg, Jennifer Aniston Movie HD",Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,2674,6695951,28214,2016-06-16T13:22:14.000Z,2016
Bridget Joness Baby Official Trailer,mJsvmscPY9w,Bridget Jones's Baby - Official Trailer (HD),Universal Pictures,UCq0OueAsdxH6b8nyAspwViw,1617,6352588,9454,2016-06-28T14:59:01.000Z,2016
Snowden Official Trailer,9KyltHXrxVk,"Snowden Official Trailer #1 (2016) - Joseph Gordon-Levitt, Shailene Woodley Movie HD",Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,1750,2518967,18308,2016-04-27T14:00:54.000Z,2016
Blair Witch Official Trailer,m50j3t52TtY,Blair Witch - Official Reveal Trailer | E3 2019,GameSpot,UCbu2SsF-Or3Rsn3NxqODImw,3416,1123498,28536,2019-06-09T20:24:34.000Z,2016
When the Bough Breaks Official Trailer,Ws74Ie4fMc8,WHEN THE BOUGH BREAKS - Official Trailer (HD),Sony Pictures Entertainment,UCz97F7dMxBNOfGYu3rx8aCw,796,4185775,7712,2016-04-13T16:00:01.000Z,2016
Robinson Crusoe Official Trailer,3dyAWBMF6bE,THE WILD LIFE Trailer (Robinson Crusoe Movie - 2016),FRESH Movie Trailers,UCzNWVDZQ55bjq8uILZ7_wyQ,98,963016,999,2016-03-15T15:08:03.000Z,2016
The Disappointments Room Official Trailer,O7a-hmoh6Jw,The Disappointments Room Official Trailer 1 (2016) - Kate Beckinsale Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,1063,2820990,5884,2016-08-25T15:45:16.000Z,2016
Kicks Official Trailer,rci4qxqcooA,"Kicks Official Trailer #1 (2016) - Jahking Guillory, Mahershala Ali Movie HD",Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,957,1158308,9498,2016-06-09T13:29:21.000Z,2016
Sully Official Trailer,mjKEXxO2KNE,Sully - Official Trailer [HD],Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,8470,15834093,59137,2016-06-29T23:30:38.000Z,2016
Antibirth Official Trailer,4Tar_ova7Os,Antibirth Official Trailer 1 (2016) - Natasha Lyonne Movie,Movieclips Indie,UCLyYEq4ODlw3OD9qhGqwimw,46,108913,544,2016-08-08T15:55:09.000Z,2016
Yoga Hosers Official Trailer,5EAy6-uCb1o,"Yoga Hosers TRAILER (2016) - Johnny Depp, Justin Long Movie HD",Movieclips Coming Soon,UCkR0GY0ue02aMyM-oxwgg9g,1275,1838968,7378,2016-06-06T16:52:17.000Z,2016
Morgan Official Trailer,rqmHSR0bFU8,Morgan | Official Trailer [HD] | 20th Century FOX,20th Century Fox,UC2-BeLxzUBSs0uSrmzWhJuQ,2126,6261623,12827,2016-06-27T12:59:40.000Z,2016
The Light Between Oceans Official Trailer,g3uULkvZh1w,"The Light Between Oceans TRAILER 1 (2016) - Alicia Vikander, Michael Fassbender Movie HD",Movieclips Coming Soon,UCkR0GY0ue02aMyM-oxwgg9g,329,1228607,4405,2016-05-13T17:24:47.000Z,2016
Greater Official Trailer,v0Ow6lhvPNk,"Greater Official Trailer 1 (2016) - Neal McDonough, Nick Searcy Movie HD",Movieclips Indie,UCLyYEq4ODlw3OD9qhGqwimw,207,824026,2573,2016-01-25T20:02:03.000Z,2016
Mechanic: Resurrection Official Trailer,G-P3f_wDXvs,"Mechanic: Resurrection Official Trailer #1 (2016) - Jason Statham, Jessica Alba Movie HD",Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,1731,10217896,33793,2016-06-23T17:22:34.000Z,2016
Dont Breathe Official Trailer,76yBTNDB6vU,DON'T BREATHE - Official Trailer (HD),Sony Pictures Entertainment,UCz97F7dMxBNOfGYu3rx8aCw,10730,26021185,81164,2016-05-13T16:00:00.000Z,2016
Hands of Stone Official Trailer,LxocWVbC4Is,"Hands of Stone Official Trailer #1 (2016) Edgar Ramírez, Robert De Niro Boxing Movie HD",Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,308,571576,1653,2016-07-20T20:21:28.000Z,2016
Kubo and the Two Strings Official Trailer,vex0gPFnBvM,Kubo and the Two Strings: Official Trailer (Universal Pictures) [HD],Universal Pictures UK,UCQLBOKpgXrSj3nPU-YC3K9Q,560,3662570,6660,2016-03-10T16:00:02.000Z,2016
Ben-Hur Official Trailer,3BmeR9GYdDU,"Ben-Hur Official Trailer #1 (2016) - Morgan Freeman, Jack Huston Movie HD",Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,4140,8187245,16452,2016-03-16T16:11:10.000Z,2016
War Dogs Official Trailer,Rwh9c_E3dJk,War Dogs - Official Trailer [HD],Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,2734,11890399,29450,2016-03-24T20:00:29.000Z,2016
Sausage Party Official Trailer,WVAcTZKTgmc,"Sausage Party Official Trailer #1 (2016) - Seth Rogen, James Franco Animated Movie HD",Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,7094,12058211,52807,2016-05-19T17:17:23.000Z,2016
Florence Foster Jenkins Official Trailer,HszfdNS0JSc,"Florence Foster Jenkins Official Trailer #1 (2016) - Meryl Streep, Hugh Grant Movie HD",Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,583,1966924,7064,2016-04-27T15:18:38.000Z,2016
Hell or High Water Official Trailer,JQoqsKoJVDw,HELL OR HIGH WATER - Official Trailer HD,CBS Films,UCzym8ZiGEf186PlXw77voRw,1073,5980146,9786,2016-05-12T18:05:37.000Z,2016
Petes Dragon Official Trailer,fPOamb6d_20,Pete's Dragon - Official US Trailer,Walt Disney Studios,UCuaFvcY4MhZY3U43mMt1dYQ,4379,10725521,34095,2016-06-14T16:00:02.000Z,2016
Suicide Squad Official Trailer,CmRih_VtVAs,Suicide Squad - Official Trailer 1 [HD],Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,80877,88265995,683720,2016-01-20T02:58:04.000Z,2016
Operation Chromite Official Trailer,uSW8ODoGxEI,OPERATION CHROMITE Official Trailer (2016) Liam Neeson War Movie,Film Trailer Zone,UCPPPrnT5080hPMxK1N4QSjA,356,1532092,2714,2016-08-09T11:58:02.000Z,2016
Jason Bourne Official Trailer,v71ce1Dqqns,"Jason Bourne Official Trailer #1 (2016) - Matt Damon, Alicia Vikander Movie HD",Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,3020,11210502,34366,2016-04-21T04:32:26.000Z,2016
The Land Official Trailer,6pNpHOCRhkA,The Land - Official Trailer I HD I IFC Films,IFC Films,UCOn923UnbV8H9zo_lO6ZCRw,615,674041,5484,2016-05-19T23:12:47.000Z,2016
Bad Moms Official Trailer,iKCw-kqo3cs,"Bad Moms | Official Trailer | Own It Now on Digital HD, Blu-Ray & DVD",STX Entertainment,UCtlp8d4cZg2eMrVbq7vxg9w,2290,14882196,19824,2016-05-02T23:30:42.000Z,2016
Nerve Official Trailer,AX1BTiHzq-I,"Nerve Official Trailer #1 (2016) - Emma Roberts, Dave Franco Movie HD",Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,12418,34479307,176485,2016-05-11T16:27:17.000Z,2016
Star Trek Beyond Official Trailer,dCyv5xKIqlw,"Star Trek Beyond Official Trailer #2 (2016) - Chris Pine, Zachary Quinto Movie HD",Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,3495,4313284,23556,2016-05-21T04:10:53.000Z,2016
Dont Think Twice Official Trailer,9RFTpObS95U,"Don't Think Twice Official Trailer 1 (2016) - Keegan-Michael Key, Kate Micucci Movie HD",Movieclips Indie,UCLyYEq4ODlw3OD9qhGqwimw,204,1283452,2210,2016-05-20T16:41:21.000Z,2016
Ice Age: Collision Course Official Trailer,Ohq6NmKMja8,Ice Age: Collision Course | Official Trailer #2 | 2016,20th Century Fox UK,UCzBay5naMlbKZicNqYmAQdQ,2339,6465922,14890,2016-02-03T14:01:00.000Z,2016
Lights Out Official Trailer,6LiKKFZyhRU,Lights Out - Official Trailer [HD],Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,9745,22377033,76123,2016-03-26T19:45:19.000Z,2016
Fight Valley Official Trailer,Vq8pelknnlU,"Fight Valley Official Trailer 1 (2016) - Miesha Tate, Holly Holm Movie HD",Movieclips Indie,UCLyYEq4ODlw3OD9qhGqwimw,62,115638,220,2016-03-10T19:14:01.000Z,2016
Hillarys America: The Secret History of the Democratic Party Official Trailer,fPxpMpXSqE4,Never-before-seen clip from 'Hillary's America',Fox News,UCXIJgqnII2ZOINSWNOGFThA,918,400289,7555,2016-08-02T03:01:41.000Z,2016
Ghostbusters Official Trailer,w3ugHP-yZXw,GHOSTBUSTERS - Official Trailer (HD),Sony Pictures Entertainment,UCz97F7dMxBNOfGYu3rx8aCw,263926,45642090,307122,2016-03-03T14:00:03.000Z,2016
The Infiltrator Official Trailer,N7_M4hjXW1I,"The Infiltrator Official Trailer #1 (2016) - Bryan Cranston, John Leguizamo Movie HD",Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,1256,4150838,10963,2016-04-20T16:30:00.000Z,2016
Mike and Dave Need Wedding Dates Official Trailer,33MtR-g4Jcg,Mike and Dave Need Wedding Dates | Official Trailer [HD] | 20th Century FOX,20th Century Fox,UC2-BeLxzUBSs0uSrmzWhJuQ,1197,8054459,19721,2016-02-08T06:16:09.000Z,2016
The Dog Lover Official Trailer,ym4E7DcRExU,"The Dog Lover Official Trailer 1 (2016) - James Remar, Lea Thompson Movie HD",Movieclips Indie,UCLyYEq4ODlw3OD9qhGqwimw,74,155817,325,2016-04-20T18:08:23.000Z,2016
The Secret Life of Pets Official Trailer,UZ4WBlveGfw,The Secret Life of Pets Official Trailer #1 (2016) Louis C.K. Animated Movie HD,Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,1910,9890339,25804,2015-06-17T16:55:05.000Z,2016
Sultan Official Trailer,wPxqcq6Byq0,SULTAN | Official Trailer | Salman Khan | Anushka Sharma | Ali Abbas Zafar,YRF,UCbTLwN10NoCU4WDzLf1JMOA,18202,43662640,219338,2016-05-24T14:10:57.000Z,2016
The Legend of Tarzan Official Trailer,dLmKio67pVQ,THE LEGEND OF TARZAN - Official Trailer 2,Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,5258,14688333,53386,2016-03-17T13:00:16.000Z,2016
The BFG Official Trailer,GZ0Bey4YUGI,Disney's The BFG - Official Trailer,Walt Disney Studios,UCuaFvcY4MhZY3U43mMt1dYQ,6025,9323357,30912,2016-04-05T15:38:33.000Z,2016
The Purge: Election Year Official Trailer,RXMp9fBomJw,The Purge: Election Year - Official Trailer (HD),Universal Pictures,UCq0OueAsdxH6b8nyAspwViw,8771,9474256,37215,2016-02-10T15:59:54.000Z,2016
Independence Day: Resurgence Official Trailer,LbduDRH2m2M,Independence Day: Resurgence | Official Trailer [HD] | 20th Century FOX,20th Century Fox,UC2-BeLxzUBSs0uSrmzWhJuQ,15035,26701694,95316,2015-12-13T20:39:47.000Z,2016
The Neon Demon Official Trailer,cipOTUO0CmU,"The Neon Demon Official Trailer #1 (2016) - Elle Fanning, Keanu Reeves Horror Movie HD",Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,4442,9800274,38442,2016-04-14T17:00:01.000Z,2016
Hunt for the Wilderpeople Official Trailer,dPaU4Gymt3E,"Hunt for the Wilderpeople Official Trailer 1 (2016) - Sam Neill, Rhys Darby Movie HD",Movieclips Indie,UCLyYEq4ODlw3OD9qhGqwimw,439,1786623,6315,2016-02-19T18:28:37.000Z,2016
The Shallows Official Trailer,EgdxIlSuB70,THE SHALLOWS - Official Trailer #2 (HD),Sony Pictures Entertainment,UCz97F7dMxBNOfGYu3rx8aCw,10821,22038239,73344,2016-05-04T13:00:01.000Z,2016
Free State of Jones Official Trailer,3EMkxEKKSQI,"Free State of Jones | Official Trailer | Own It Now on Digital HD, Blu-ray, & DVD",STX Entertainment,UCtlp8d4cZg2eMrVbq7vxg9w,1935,5646547,7383,2016-01-09T20:50:48.000Z,2016
Swiss Army Man Official Trailer,yrK1f4TsQfM,Swiss Army Man | Official Trailer HD | A24,A24,UCuPivVjnfNo4mb3Oog_frZg,10422,17829817,73137,2016-04-04T13:00:03.000Z,2016
Finding Dory Official Trailer,0tkLUap7oGQ,"Finding Dory Official Trailer #2 (2016) - Ellen DeGeneres, Albert Brooks Movie HD",Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,1609,5083123,23541,2016-05-24T13:18:08.000Z,2016
Central Intelligence Official Trailer,0FKctBraQj0,"Central Intelligence Official Trailer #1 (2016) - Kevin Hart, Dwayne Johnson Comedy HD",Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,982,5037778,24316,2016-03-16T15:26:27.000Z,2016
The Conjuring 2: The Enfield Poltergeist Official Trailer,KyA9AtUOqRM,The Conjuring 2 - Official Teaser Trailer [HD],Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,7962,26762163,86551,2016-01-07T18:00:42.000Z,2016
Now You See Me 2 Official Trailer,4I8rVcSQbic,"Now You See Me 2 Official Trailer #1 (2016) - Mark Ruffalo, Lizzy Caplan Movie HD",Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,2924,9631658,50010,2016-03-16T14:44:56.000Z,2016
Genius Official Trailer,Yf2CzzkWYms,"Genius Official Trailer | Utkarsh Sharma, Ishita, Nawazuddin | Anil Sharma | Bollywood Movie 2018",Tips Official,UCJrDMFOdv1I2k8n9oK_V21w,11501,27480978,172978,2018-07-24T06:45:15.000Z,2016
Warcraft Official Trailer,2Rxoz13Bthc,Warcraft - Official Trailer (HD),Legendary,UCAVadSTSh382kte-fQHqMNw,24563,25692873,131370,2015-11-06T19:26:46.000Z,2016
