movie_trailer,video_id,video_title,channel_name,channel_id,comment_count,view_count,like_count,date_published,Year
The Snowman Official Trailer,BF2Ksrxu_QY,The Snowman Official Trailer #1 (2017) Michael Fassbender Thriller Movie HD,Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,9515,13721333,74180,2017-07-19T14:26:35.000Z,2017
Marshall Official Trailer,_vy3S0OTFaY,MARSHALL Official Trailer (2017) Chadwick Boseman Movie HD,ONE Media,UCzcRQ3vRNr6fJ1A9rqFn7QA,426,551655,4376,2017-06-22T13:07:28.000Z,2017
Happy Death Day Official Trailer,1NTaDm3atkc,Happy Death Day Trailer #1 (2017) | Movieclips Trailers,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,5315,6314870,39918,2017-06-15T15:14:38.000Z,2017
The Foreigner Official Trailer,om9YCk7ufHs,"The Foreigner Official Trailer #1 (2017) Jackie Chan, Pierce Brosnan Action Movie HD",Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,7859,10331614,81652,2017-06-26T14:10:13.000Z,2017
Demonic Official Trailer,pvyPmbBpBWw,Demonic Official UK Trailer #1 (2015) - Cody Horn Movie HD,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,502,1545137,4558,2015-04-30T17:48:03.000Z,2017
Blade Runner 2049 Official Trailer,gCcx85zbxz4,BLADE RUNNER 2049 - Official Trailer,Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,17641,28488256,160808,2017-05-08T16:35:21.000Z,2017
The Florida Project Official Trailer,WwQ-NH1rRT4,The Florida Project | Official Trailer HD | A24,A24,UCuPivVjnfNo4mb3Oog_frZg,1371,4260453,21502,2017-08-14T13:00:03.000Z,2017
Visages villages Official Trailer,KKbjnLpxv70,Faces Places - Official Trailer,Madman Films,UCuF-f_kairxTjOyHSItrmtg,26,183811,855,2017-07-21T02:45:54.000Z,2017
"Don Gato, el inicio de la pandilla Official Trailer",ngFjXFxrG8o,DON GATO: El Inicio de la Pandilla - Trailer 2 - Oficial Warner Bros. Pictures,Warner Bros. Pictures Latinoamérica,UCu-cVVMn41qUA-pwdEhNqhg,147,740122,1510,2015-09-14T20:51:59.000Z,2017
Flatliners Official Trailer,gUDV0CUzG0k,FLATLINERS - Official Trailer (HD),Sony Pictures Entertainment,UCz97F7dMxBNOfGYu3rx8aCw,2706,7650840,17339,2017-06-13T13:00:02.000Z,2017
American Made Official Trailer,AEBIJRAkujM,American Made - Official Trailer [HD],Universal Pictures,UCq0OueAsdxH6b8nyAspwViw,2280,12754872,25056,2017-06-05T15:01:01.000Z,2017
"Mune, le gardien de la lune Official Trailer",AbHXQRiY3H8,"Mune / Mune, le gardien de la lune (2015) - Trailer English",UniFrance,UC4AIWUgVg6uPKepImpbJQ8A,16,158394,354,2015-04-01T08:02:03.000Z,2017
Victoria and Abdul Official Trailer,T504u17Ao9A,VICTORIA & ABDUL - Official Trailer [HD] - In Theaters 9/22,Focus Features,UCU4SM3j_9TNWaSu8KdGV50g,2044,5537506,38194,2017-05-30T14:18:32.000Z,2017
The Lego Ninjago Movie Official Trailer,F5JV3nVOLMA,The LEGO NINJAGO Movie - Trailer 2 [HD],Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,4804,13454124,42937,2017-07-22T14:30:15.000Z,2017
Friend Request Official Trailer,nDNgs0dgjj4,Friend Request Official International Trailer #1 (2016) - Alycia Debnam-Carey Thriller HD,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,4603,7240931,26945,2016-03-11T16:51:17.000Z,2017
Stronger Official Trailer,XkoM5r9LR14,Stronger Official Trailer #1 (2017) Jake Gyllenhaal Biography Movie HD,Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,1204,2497080,20696,2017-06-22T16:24:09.000Z,2017
Battle of the Sexes Official Trailer,WMdzBwsZRX8,BATTLE OF THE SEXES Trailer (2017),KinoCheck International,UCLRlryMfL8ffxzrtqv0_k_w,1619,2929821,11586,2017-05-16T16:48:46.000Z,2017
Kingsman: The Golden Circle Official Trailer,6Nxc-3WpMbg,Kingsman: The Golden Circle | Official Trailer [HD] | 20th Century FOX,20th Century Fox,UC2-BeLxzUBSs0uSrmzWhJuQ,10348,23572754,197616,2017-04-25T03:30:14.000Z,2017
mother! Official Trailer,XpICoc65uh0,mother! movie (2017) - official trailer - paramount pictures,Paramount Pictures,UCF9imwPMSGz4Vq1NiTWCC7g,9584,16654936,42837,2017-08-08T04:02:11.000Z,2017
American Assassin Official Trailer,r9rNf-cLWKU,"AMERICAN ASSASSIN - Official Trailer - HD (Dylan O'Brien, Michael Keaton)",CBS Films,UCzym8ZiGEf186PlXw77voRw,419,2275124,6261,2017-06-20T14:17:35.000Z,2017
Home Again Official Trailer,lfHZ-B374iA,Home Again Trailer #2 (2017) | Movieclips Trailers,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,409,2155696,6581,2017-06-15T16:46:34.000Z,2017
It Official Trailer,xKJmEC5ieOk,IT - Official Trailer 1,Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,22508,36508338,208759,2017-07-27T16:00:02.000Z,2017
Sky Sharks Official Trailer,DcoVJsURfk4,SKY SHARKS Trailer (2017),KinoCheck International,UCLRlryMfL8ffxzrtqv0_k_w,1464,1352694,5791,2016-05-09T12:01:37.000Z,2017
Tulip Fever Official Trailer,2djWwOK0Im8,"Tulip Fever Official Trailer #1 (2017) Cara Delevingne, Alicia Vikander Drama Movie HD",Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,1154,3782915,30629,2017-04-25T19:47:08.000Z,2017
Ballerina Official Trailer,fmK7X0swHrE,"Ballerina Official International Trailer #1 (2016) Elle Fanning, Maddie Ziegler Animated Movie HD",Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,3166,6123045,38285,2016-10-04T12:52:21.000Z,2017
All Saints Official Trailer,KCUBHlqzFDE,All Saints Trailer #1 (2017) | Movieclips Indie,Movieclips Indie,UCLyYEq4ODlw3OD9qhGqwimw,83,301130,609,2017-06-15T00:44:25.000Z,2017
Polina danser sa vie Official Trailer,BjqnVrEByIE,"Polina / Polina, danser sa vie (2016) - Trailer (English Subs)",UniFrance,UC4AIWUgVg6uPKepImpbJQ8A,4,70717,186,2016-10-24T09:10:23.000Z,2017
Birth of the Dragon Official Trailer,soLlxteBbNA,Birth of the Dragon Official Trailer #1 (2017) Bruce Lee Biopic Movie HD,Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,1639,2674412,12023,2017-07-13T19:18:48.000Z,2017
The Hitmans Bodyguard Official Trailer,F4Afusxc2SM,"The Hitman's Bodyguard Red Band Trailer #1 (2017) Ryan Reynolds, Samuel L. Jackson Action Movie HD",Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,4320,12188740,84369,2017-04-13T01:05:38.000Z,2017
Logan Lucky Official Trailer,aPzvKH8AVf0,LOGAN LUCKY | Official HD Trailer,Bleecker Street,UCafnP6JPjVq8AahYaThUelg,2173,10938801,28104,2017-05-28T21:44:03.000Z,2017
Patti Cake$ Official Trailer,L-591Dqa48g,PATTI CAKE$ | Official Trailer | FOX Searchlight,FoxSearchlight,UCor9rW6PgxSQ9vUPWQdnaYQ,719,5955884,5459,2017-05-17T16:45:01.000Z,2017
The Nut Job 2: Nutty by Nature Official Trailer,e5qIZ89hj_A,The Nut Job 2: Nutty by Nature Official Trailer #3 (2017) Will Arnett Animated Movie HD,Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,1002,3427996,14753,2017-05-18T16:35:56.000Z,2017
Annabelle: Creation Official Trailer,KisPhy7T__Q,ANNABELLE: CREATION - Official Trailer,Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,6345,18253759,68855,2017-04-02T00:04:44.000Z,2017
Columbus Official Trailer,r3dcnV6Z9Zs,Columbus Trailer #1 (2017) | Movieclips Indie,Movieclips Indie,UCLyYEq4ODlw3OD9qhGqwimw,442,906979,5847,2017-06-27T17:36:55.000Z,2017
Kidnap Official Trailer,cdy8VIOzHEU,Kidnap (কিডন্যাপ) | Official Trailer | Dev | Rukmini Maitra | Raja Chanda | Jeet Gannguli,Surinder Films,UC_IXqII-SVm7QNRwreq32dg,3662,1361514,29805,2019-05-19T05:25:13.000Z,2017
The Dark Tower Official Trailer,GjwfqXTebIY,THE DARK TOWER - Official Trailer (HD),Sony Pictures Entertainment,UCz97F7dMxBNOfGYu3rx8aCw,19314,27107928,128695,2017-05-03T13:19:17.000Z,2017
The Emoji Movie Official Trailer,r8pJt4dK_s4,THE EMOJI MOVIE - Official Trailer (HD),Sony Pictures Entertainment,UCz97F7dMxBNOfGYu3rx8aCw,33991,16661692,37791,2017-05-16T13:30:01.000Z,2017
Atomic Blonde Official Trailer,aieQrj9Yy8s,Atomic Blonde Red Band Trailer #1 (2017) Charlize Theron Action Movie HD,Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,785,1360322,5380,2017-03-10T16:30:53.000Z,2017
An Inconvenient Sequel Official Trailer,huX1bmfdkyA,An Inconvenient Sequel: Truth To Power (2017) - Official Trailer - Paramount Pictures,Paramount Pictures,UCF9imwPMSGz4Vq1NiTWCC7g,3581,2873718,16421,2017-03-28T22:56:04.000Z,2017
Dunkirk Official Trailer,T7O7BtBnsG4,DUNKIRK - OFFICIAL MAIN TRAILER [HD],Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,6737,9312206,82802,2017-05-05T15:57:22.000Z,2017
Girls Trip Official Trailer,7jE61BzKmgQ,Girls Trip - Official Trailer #2 [HD],Universal Pictures,UCq0OueAsdxH6b8nyAspwViw,994,5803435,13878,2017-05-10T15:00:14.000Z,2017
Valerian and the City of a Thousand Planets Official Trailer,NNrK7xVG3PM,Valerian and the City of a Thousand Planets Official Trailer - Teaser (2017) - Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,6282,8727865,51295,2016-11-10T15:17:09.000Z,2017
Wish Upon Official Trailer,VZjBpt5mCCA,Wish Upon Trailer #1 (2017) | Movieclips Trailers,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,1490,3038311,14390,2017-02-09T20:16:15.000Z,2017
War for the Planet of the Apes Official Trailer,JDcAlo8i2y8,War for the Planet of the Apes | Official Trailer [HD] | 20th Century FOX,Planet of the Apes,UCZUWIUgQIRgDuv0Q2W0y-qA,2375,5867104,31525,2017-03-30T18:14:53.000Z,2017
A Ghost Story Official Trailer,0Vb0F_CN83E,"A GHOST STORY Official Trailer (2017) Casey Affleck, Romance Fantasy Movie HD",ONE Media,UCzcRQ3vRNr6fJ1A9rqFn7QA,278,716046,1957,2017-04-02T17:00:01.000Z,2017
Spider-Man: Homecoming Official Trailer,rk-dF1lIbIg,SPIDER-MAN: HOMECOMING - Official Trailer (HD),Sony Pictures Entertainment,UCz97F7dMxBNOfGYu3rx8aCw,2587,9174481,41111,2016-12-10T04:55:39.000Z,2017
Despicable Me 3 Official Trailer,6DBi41reeF0,Despicable Me 3 - Official Trailer - In Theaters Summer 2017 (HD),Illumination,UCq7OHvWO6Z3u-LztFdrcU-g,12432,36380728,118369,2016-12-14T16:00:04.000Z,2017
The House Official Trailer,bp1-if1rJiM,The House - Official Trailer [HD],Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,241,3811678,3203,2017-02-16T17:00:30.000Z,2017
Baby Driver Official Trailer,zTvJJnoWIPk,BABY DRIVER - Official Trailer (HD),Sony Pictures Entertainment,UCz97F7dMxBNOfGYu3rx8aCw,364,2258940,7122,2017-03-29T23:41:01.000Z,2017
The Big Sick Official Trailer,jcD0Daqc3Yw,The Big Sick Trailer #1 (2017) | Movieclips Trailers,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,1103,4065222,16175,2017-05-02T17:50:24.000Z,2017
Transformers: The Last Knight Official Trailer,AntcyqJ6brc,Transformers: The Last Knight Official Trailer 1 (2017) - Michael Bay Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,29663,19452987,125533,2016-12-06T03:10:32.000Z,2017
Arrowhead Official Trailer,UyqJF7WkC-g,Arrowhead - Official Trailer (2015),Odin's Eye Entertainment,UC1owdmlfdVhNp4Z1qtiGlGw,106,1048894,430,2015-08-24T00:14:22.000Z,2017
Cars 3 Official Trailer,2LeOH9AGJQM,Cars 3 - Official US Trailer,Pixar,UC_IRYSp4auq7hKLvziWVH6w,13368,22444963,141448,2017-04-26T16:00:00.000Z,2017
Rough Night Official Trailer,oIB4jNYeRY4,ROUGH NIGHT - Official Restricted Trailer (HD),Sony Pictures Entertainment,UCz97F7dMxBNOfGYu3rx8aCw,4390,5558490,25600,2017-03-08T19:00:05.000Z,2017
All Eyez on Me Official Trailer,njnwYSybwko,All Eyez on Me Trailer #1 (2017) | Movieclips Trailers,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,3297,3750603,30213,2017-04-06T17:38:43.000Z,2017
The Mummy Official Trailer,IjHgzkQM2Sg,The Mummy - Official Trailer (HD),Universal Pictures,UCq0OueAsdxH6b8nyAspwViw,23835,47732876,260295,2016-12-05T02:06:40.000Z,2017
It Comes at Night Official Trailer,6YOYHCBQn9g,It Comes At Night | Official Trailer HD | A24,A24,UCuPivVjnfNo4mb3Oog_frZg,3471,15002285,24982,2017-05-01T13:00:00.000Z,2017
Churchill Official Trailer,sVOzMZ4IrMA,CHURCHILL Trailer (2017),Film Trailer Zone,UCPPPrnT5080hPMxK1N4QSjA,2225,1498543,6134,2017-03-21T14:24:32.000Z,2017
Captain Underpants: The First Epic Movie Official Trailer,VDm_2m-Hg6c,CAPTAIN UNDERPANTS: The First Epic Movie Trailer (2017),KinoCheck International,UCLRlryMfL8ffxzrtqv0_k_w,18060,12350616,182617,2017-03-22T12:24:00.000Z,2017
Wonder Woman Official Trailer,1Q8fG0TtVAY,WONDER WOMAN - Official Trailer [HD],Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,26274,27362036,231645,2016-11-03T16:00:54.000Z,2017
Pirates of the Caribbean: Dead Men Tell No Tales Official Trailer,Hgeu5rhoxxY,Pirates of the Caribbean: Dead Men Tell No Tales - Official Trailer,Walt Disney Studios,UCuaFvcY4MhZY3U43mMt1dYQ,1904,6167691,25192,2017-03-03T00:01:37.000Z,2017
Baywatch Official Trailer,eyKOgnaf0BU,Baywatch (2017) - Official Trailer - Paramount Pictures,Paramount Pictures,UCF9imwPMSGz4Vq1NiTWCC7g,3589,15154650,50683,2017-03-22T13:05:28.000Z,2017
"Everything, Everything Official Trailer",42KNwQ6u42U,"Everything, Everything Trailer #1 (2017) | Movieclips Trailers",Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,6267,8815854,103890,2017-02-14T18:00:35.000Z,2017
Alien: Covenant Official Trailer,svnAD0TApb8,Alien: Covenant | Official Trailer [HD] | 20th Century FOX,Alien Anthology,UC6u9M-seC6aVdOqvuo_HycQ,18500,25421970,154700,2017-03-01T01:24:52.000Z,2017
Diary of a Wimpy Kid: The Long Haul Official Trailer,r7PLDbPPL7w,Diary of a Wimpy Kid: The Long Haul | Official Trailer [HD] | Fox Family Entertainment,Fox Family Entertainment,UCNDaFXLGF7W6ADJ7eUwIhgg,8194,2065425,5474,2017-03-16T13:00:10.000Z,2017
Snatched Official Trailer,QcyeYFXdHNQ,Snatched | Official Trailer [HD] | 20th Century FOX,20th Century Fox,UC2-BeLxzUBSs0uSrmzWhJuQ,1055,4822706,4855,2017-02-07T14:00:19.000Z,2017
King Arthur: Legend of the Sword Official Trailer,jIM4-HLtUM0,King Arthur: Legend of the Sword - Official Trailer [HD],Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,3325,9088513,30460,2017-02-20T18:00:03.000Z,2017
The Wall Official Trailer,MyCuUr2_hmA,"The Wall Official Trailer #1 (2017) John Cena, Aaron Taylor-Johnson Drama Movie HD",Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,3684,9580458,33582,2016-12-08T18:26:14.000Z,2017
Lowriders Official Trailer,-CJj_ZZPZng,Lowriders Trailer #1 (2017) | Movieclips Trailers,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,1209,1650194,9392,2017-01-26T19:50:39.000Z,2017
Chi dn zhunji Official Trailer,w0dMz8RBG7g,Wanting 曲婉婷 - 我的歌声里 (You Exist In My Song) [Trad. Chinese] [Official Music Video],NettwerkMusic,UCmVE1oDNf5IjExOGfdbL3SA,16849,152354293,326440,2012-08-23T18:48:28.000Z,2017
Guardians of the Galaxy Vol 2 Official Trailer,pr7tDrwQ3t8,Guardians of the Galaxy Vol. 2 Official Trailer 1 (2017) - Chris Pratt Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,3886,8544698,67633,2016-12-04T01:18:32.000Z,2017
Baahubali 2: The Conclusion Official Trailer,G62HrubdD6o,Baahubali 2 - The Conclusion | Official Trailer (Hindi) | S.S. Rajamouli | Prabhas | Rana Daggubati,Dharma Productions,UCKQKIY2YlI4L5QVg7hhfjrQ,28306,106764363,610205,2017-03-16T03:33:37.000Z,2017
The Circle Official Trailer,QCOXARv6J9k,The Circle Official Trailer 1 (2017) - Emma Watson Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,4010,7685350,40586,2016-12-06T16:19:11.000Z,2017
Jy dsh Official Trailer,g4nS--1e-JY,New Lego Movie 4D Grand Opening at Legoland Florida,Behind The Thrills,UCPRJMG-WJdS3Tq6B2pGChBQ,1,7897,20,2016-01-29T04:32:23.000Z,2017
How to Be a Latin Lover Official Trailer,Tir_yK1kROg,How to Be a Latin Lover Official Trailer 1 (2017) - Salma Hayek Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,750,3039847,10928,2016-12-21T22:54:26.000Z,2017
