movie_trailer,video_id,video_title,channel_name,channel_id,comment_count,view_count,like_count,date_published,Year
Sleight Official Trailer,ORL1d7GWoBc,Sleight Trailer #1 (2017) | Movieclips Trailers,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,1454,3154694,19393,2017-01-12T18:37:46.000Z,2017
Unforgettable Official Trailer,vYpYykaPo7A,"Unforgettable Official Trailer #1 (2017) Katherine Heigl, Rosario Dawson Thriller Movie HD",Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,380,2211401,7133,2017-01-31T18:40:45.000Z,2017
The Promise Official Trailer,zwut1DUXaZc,The Promise Official Trailer 1 (2016) - Christian Bale Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,0,3079913,0,2016-09-09T18:19:58.000Z,2017
The Fate of the Furious Official Trailer,JwMKRevYa_M,The Fate of the Furious - Official Trailer - #F8 In Theaters April 14 (HD),Fast & Furious,UCJCx8aQrdx_ueXPmxTD2odQ,19831,18913058,151414,2016-12-12T01:11:21.000Z,2017
The Lost City of Z Official Trailer,wwjtdOqTmrA,The Lost City of Z International Trailer #1 (2017) | Movieclips Trailers,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,1357,6031996,14531,2017-01-20T19:08:53.000Z,2017
Queen of the Desert Official Trailer,vwvymINJIAo,Queen of the Desert Trailer #1 (2017) | Movieclips Trailers,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,675,818439,4731,2017-03-24T17:48:28.000Z,2017
Going in Style Official Trailer,hcdTN5soeQw,GOING IN STYLE - Official Trailer,Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,958,5549276,20591,2016-12-16T17:00:45.000Z,2017
Gifted Official Trailer,tI01wBXGHUs,Gifted Official Trailer 1 (2017) - Chris Evans Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,5334,13460346,121327,2016-11-01T17:03:16.000Z,2017
Smurfs: The Lost Village Official Trailer,vu1qZCG6Yo8,Smurfs: The Lost Village Official Trailer 1 (2017) - Animated Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,1463,3941690,13280,2016-11-21T16:14:34.000Z,2017
The Boss Baby Official Trailer,k397HRbTtWI,The Boss Baby Official Trailer 1 (2017) - Alec Baldwin Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,3855,19576981,60283,2016-12-15T14:17:09.000Z,2017
Ghost in the Shell Official Trailer,G4VmJcZR0Yg,Ghost in the Shell Official Trailer 1 (2017) - Scarlett Johansson Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,28107,32142294,172619,2016-11-13T10:47:41.000Z,2017
The Zookeepers Wife Official Trailer,eiEfrA6MWs4,The Zookeeper's Wife Official Trailer 1 (2017) - Jessica Chastain Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,738,1558074,10295,2016-11-17T16:07:36.000Z,2017
Power Rangers Official Trailer,5kIe6UZHSXw,Power Rangers (2017 Movie) Official Trailer – It’s Morphin Time!,Lionsgate Movies,UCJ6nMHaJPZvsJ-HmUmj1SeA,28220,44737885,183761,2017-01-19T12:54:26.000Z,2017
Life Official Trailer,LeLsJfGmY_Y,LIFE - Official Trailer (HD),Sony Pictures Entertainment,UCz97F7dMxBNOfGYu3rx8aCw,2117,7567018,12404,2016-10-31T01:22:01.000Z,2017
CHiPS Official Trailer,nmgeiznfdLI,CHIPS - Official Trailer [HD],Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,649,6129332,8405,2017-01-13T08:00:12.000Z,2017
The Belko Experiment Official Trailer,jP2Ow2CX6OQ,The Belko Experiment Official Trailer 1 (2017) - John Gallagher Jr. Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,1625,2515283,13713,2016-12-01T19:53:08.000Z,2017
Beauty and the Beast Official Trailer,e3Nl_TCQXuw,Beauty and the Beast – US Official Final Trailer,Walt Disney Studios,UCuaFvcY4MhZY3U43mMt1dYQ,19251,34130894,252973,2017-01-31T02:44:39.000Z,2017
T2: Trainspotting Official Trailer,EsozpEE543w,T2 Trainspotting - Official Trailer - Now Available on Digital Download,Sony Pictures Releasing UK,UCJJap_3RGZ2UxqLTLz0K39g,5497,10762354,61882,2016-11-03T07:01:22.000Z,2017
Kong: Skull Island Official Trailer,44LdLqgOpjo,Kong: Skull Island - Rise of the King [Official Final Trailer],Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,7489,15048044,65805,2017-02-27T17:00:05.000Z,2017
Departure Official Trailer,OhoPA4M4kWY,"DEPARTURE (2019) | Official Full Trailer | Christopher Plummer, Archie Panjabi",Shaftesbury,UCXBN-jaeRDy7reW-oj44WWw,13,49112,132,2019-07-02T21:27:47.000Z,2017
Logan Official Trailer,Div0iP65aZo,Logan | Official Trailer [HD] | 20th Century FOX,20th Century Fox,UC2-BeLxzUBSs0uSrmzWhJuQ,32459,30081253,261819,2016-10-20T12:59:00.000Z,2017
Before I Fall Official Trailer,q3Zyy4ZXegE,Before I Fall Official Trailer 1 (2017) - Zoey Deutch Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,4128,9669759,71291,2016-11-17T16:56:38.000Z,2017
Table 19 Official Trailer,2BrKGHl5EXQ,TABLE 19  | Official Trailer [HD] | FOX Searchlight,FoxSearchlight,UCor9rW6PgxSQ9vUPWQdnaYQ,516,1612146,8445,2016-07-07T16:20:02.000Z,2017
Get Out Official Trailer,DzfpyUB60YY,Get Out Official Trailer 1 (2017) - Daniel Kaluuya Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,11063,16021938,71732,2016-10-04T22:25:50.000Z,2017
Rock Dog Official Trailer,7BcG14OSB-k,"Rock Dog Official Trailer #1 (2017) Luke Wilson, Eddie Izzard Animated Movie HD",Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,1316,1939955,6835,2016-10-06T17:21:17.000Z,2017
Collide Official Trailer,p7yt_t3nZKA,"Collide Official Trailer #1 (2016) - Felicity Jones, Nicholas Hoult Movie HD",Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,876,3430818,8242,2016-06-01T20:58:16.000Z,2017
Bitter Harvest Official Trailer,HKLBp3fZ5zA,Bitter Harvest Official Trailer 1 (2016) - Max Irons Movie,Movieclips Indie,UCLyYEq4ODlw3OD9qhGqwimw,1418,1000648,6295,2016-10-27T17:19:03.000Z,2017
The Girl with all the Gifts Official Trailer,HjGkB_oWTe0,The Girl With All The Gifts – Official Trailer - Official Warner Bros. UK,Warner Bros. UK,UCbxjDfYwfF8RjYBp5htJ38Q,3675,14007575,106159,2016-06-21T09:17:04.000Z,2017
Fist Fight Official Trailer,9aIzXYo6VCE,Fist Fight - Official Trailer [HD],Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,705,4216362,11355,2016-09-22T03:00:19.000Z,2017
The Great Wall Official Trailer,avF6GHyyk5c,The Great Wall - Official Trailer #2 - In Theaters This February,Legendary,UCAVadSTSh382kte-fQHqMNw,6811,10123984,27650,2016-10-08T17:00:06.000Z,2017
In Dubious Battle Official Trailer,SM4hQp0dIXY,In Dubious Battle Trailer #1 (2017) | Movieclips Trailers,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,610,1090588,5920,2017-01-27T22:37:14.000Z,2017
The Lego Batman Movie Official Trailer,h6DOpfJzmo0,The LEGO Batman Movie Official Comic-Con Trailer (2017) - Will Arnett Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,2970,4539010,37395,2016-07-23T23:56:55.000Z,2017
Fifty Shades Darker Official Trailer,TUnylyz5mqQ,Fifty Shades Darker - Official Trailer 2 (HD),Fifty Shades,UC2gCqYNqIxSeRkR9QAGRYjA,4970,23826466,86059,2016-12-07T16:00:08.000Z,2017
John Wick: Chapter Two Official Trailer,XGk2EfbD_Ps,John Wick: Chapter 2 Official Trailer #1 (2017) Keanu Reeves Action Movie HD,Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,6885,18097504,80156,2016-10-08T19:15:30.000Z,2017
I Am Not Your Negro Official Trailer,rNUYdgIyaPM,I Am Not Your Negro - Official Trailer,Magnolia Pictures & Magnet Releasing,UCneoi6WTgRjMh4otvpwzv8w,935,1333483,9151,2017-01-05T16:58:26.000Z,2017
The Comedian Official Trailer,ALlj3RRF9h8,The Comedian Official Trailer 1 (2017) - Robert De Niro Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,584,1015616,5394,2016-11-22T16:12:27.000Z,2017
The Space Between Us Official Trailer,x73-573aWfs,"The Space Between Us | Official Trailer | Own it Now on Digital HD, Blu-ray™ & DVD",STX Entertainment,UCtlp8d4cZg2eMrVbq7vxg9w,3038,5472353,30673,2016-05-25T15:59:13.000Z,2017
Growing up Smith Official Trailer,88Qpf8M1z7U,Growing Up Smith Official Trailer 1 (2017) - Jason Lee Movie,Movieclips Indie,UCLyYEq4ODlw3OD9qhGqwimw,136,387692,2061,2016-10-25T18:51:36.000Z,2017
Rings Official Trailer,K2U-NWDLXM4,Rings Official Trailer #1 (2016) Horror Movie HD,Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,565,3042370,7299,2016-08-24T11:30:13.000Z,2017
Two Lovers and a Bear Official Trailer,cFyg2AuD86M,Two Lovers and a Bear Official Trailer 1 (2016) -  Tatiana Maslany Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,424,751795,3771,2016-08-04T18:08:06.000Z,2017
A Dogs Purpose Official Trailer,1jLOOCADTGs,A Dog's Purpose - Official Trailer (HD),Universal Pictures,UCq0OueAsdxH6b8nyAspwViw,0,19510663,146084,2016-08-26T15:59:22.000Z,2017
Emily Official Trailer,PjMa2n5_huU,WILD NIGHTS WITH EMILY Official Trailer (2019),Movie Trailers Source,UCpJN7kiUkDrH11p0GQhLyFw,212,606342,5325,2019-03-12T21:39:24.000Z,2017
Resident Evil: The Final Chapter Official Trailer,79Sd4GtOXuI,RESIDENT EVIL: THE FINAL CHAPTER - Official Trailer (HD),Sony Pictures Entertainment,UCz97F7dMxBNOfGYu3rx8aCw,4057,11484620,43776,2016-10-07T18:34:17.000Z,2017
The Resurrection of Gavin Stone Official Trailer,44nmZ31RNOY,The Resurrection of Gavin Stone Official Trailer 1 (2017) - Brett Dalton Movie,Movieclips Indie,UCLyYEq4ODlw3OD9qhGqwimw,169,383999,1707,2016-10-27T19:05:10.000Z,2017
The Founder Official Trailer,AX2uz2XYkbo,The Founder Official Trailer #1 (2016) - Michael Keaton Movie HD,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,2489,4732885,17586,2016-04-21T16:28:31.000Z,2017
xXx: Return of Xander Cage Official Trailer,xEuM4IUFWu8,xXx: The Return of Xander Cage Official Trailer #1 (2017) Vin Diesel Action Movie HD,Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,8250,15451484,73616,2016-11-01T22:54:01.000Z,2017
Split Official Trailer,84TouqfIsiI,Split Official Trailer 1 (2017) - M. Night Shyamalan Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,15442,26806693,111273,2016-07-27T15:12:26.000Z,2017
The Bye Bye Man Official Trailer,ZGdOnCiQRpQ,The Bye Bye Man Official Trailer 1 (2017) - Horror Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,3562,4997688,18916,2016-09-15T16:14:57.000Z,2017
Monster Trucks Official Trailer,wQGawWqJdfs,"Monster Trucks Official Trailer #1 (2017) - Lucas Till, Jane Levy Movie HD",Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,2754,4410280,21090,2016-06-01T16:21:22.000Z,2017
A Monster Calls Official Trailer,R2Xbo-irtBA,A Monster Calls Official Trailer 1 (2016) - Felicity Jones Movie,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,5855,8440595,48739,2016-07-13T15:10:31.000Z,2017
Underworld: Blood Wars Official Trailer,rKHL5PyAPzs,UNDERWORLD: BLOOD WARS - Official Trailer (HD),Sony Pictures Entertainment,UCz97F7dMxBNOfGYu3rx8aCw,1421,5764063,12386,2016-10-07T18:04:12.000Z,2017
